interest_rate,verified_income,debt_to_income,credit_util,public_record_bankrupt,term,issue_month,inquiries_last_12m
17.09,Source Verified,33.44,0.24,0,36,18-Jan,5
6.72,Source Verified,7.48,0.38,0,36,18-Feb,0
21.85,Source Verified,16.91,0.81,0,60,18-Mar,2
15.05,Source Verified,26.1,0.66,0,36,18-Jan,2
19.03,Source Verified,15.91,0.12,0,36,18-Jan,3
6.08,Not Verified,1.97,0.11,0,36,18-Feb,0
18.06,Verified,24.37,0.16,0,60,18-Feb,2
9.92,Source Verified,25.4,0.24,0,60,18-Mar,1
6.07,Source Verified,3.85,0.13,0,36,18-Mar,1
18.45,Source Verified,21.34,0.81,0,36,18-Mar,0
12.62,Not Verified,12.25,0.07,0,36,18-Feb,2
7.35,Source Verified,16.91,0.12,1,36,18-Jan,1
6.07,Not Verified,9.66,0.37,0,36,18-Mar,2
14.08,Verified,22.05,0.07,0,36,18-Jan,0
13.58,Verified,12.74,0.15,0,36,18-Mar,1
12.62,Source Verified,26.22,0.61,0,36,18-Jan,0
10.42,Not Verified,15.93,0.52,0,36,18-Feb,2
10.91,Not Verified,10.11,0.62,0,36,18-Jan,1
7.35,Not Verified,8.46,0.24,0,60,18-Jan,3
11.99,Source Verified,20.41,0.73,0,36,18-Jan,1
9.43,Not Verified,3.13,0.06,0,36,18-Mar,6
16.02,Verified,36.29,0.22,0,60,18-Mar,0
12.62,Source Verified,14.2,0.09,0,60,18-Jan,0
16.02,Source Verified,19.18,0.45,0,36,18-Jan,1
16.01,Verified,25.28,0.08,0,60,18-Mar,1
5.31,Not Verified,16.13,0.09,0,36,18-Mar,2
7.35,Source Verified,12.28,0.26,0,60,18-Jan,1
9.93,Verified,23.37,0.22,0,36,18-Jan,7
14.08,Source Verified,22.96,0.2,0,60,18-Jan,2
12.61,Not Verified,24.86,0.58,0,36,18-Mar,1
15.05,Verified,29.46,0.6,0,36,18-Jan,0
12.62,Not Verified,18.76,0.28,0,60,18-Jan,0
14.08,Source Verified,4.75,0.69,0,60,18-Jan,2
6.71,Not Verified,23.94,0.16,0,36,18-Feb,0
6.72,Source Verified,2.1,0.01,0,36,18-Mar,0
12.61,Not Verified,7.16,0.82,0,36,18-Mar,1
9.43,Source Verified,14.87,0.2,0,36,18-Mar,0
15.05,Verified,28.27,0.93,0,36,18-Feb,2
9.92,Source Verified,19.89,0.41,0,60,18-Mar,2
16.02,Source Verified,20.64,0.25,1,36,18-Feb,6
13.59,Source Verified,7.7,0.07,0,60,18-Feb,0
10.91,Verified,16.3,0.61,0,36,18-Feb,2
9.43,Verified,6.58,0.28,0,60,18-Mar,2
18.45,Not Verified,21.05,0.4,0,36,18-Feb,3
9.44,Not Verified,6.31,0.33,0,36,18-Jan,0
6.08,Verified,18.92,0.6,0,36,18-Jan,3
15.05,Source Verified,24.2,0.63,1,60,18-Feb,3
9.93,Source Verified,12.4,0.8,1,60,18-Jan,2
19.03,Verified,21.79,0.49,0,36,18-Jan,2
14.08,Source Verified,8.45,0.55,0,36,18-Feb,1
18.06,Source Verified,37.33,0.84,0,36,18-Feb,2
5.32,Verified,22.88,0.1,0,60,18-Feb,0
6.08,Source Verified,12.09,0.36,0,36,18-Jan,6
5.32,Not Verified,10.95,0.48,0,36,18-Jan,0
7.97,Verified,7.5,0.49,0,36,18-Jan,3
7.35,Verified,15.09,0.18,0,36,18-Jan,4
7.34,Not Verified,4.4,0.34,0,36,18-Mar,1
11.99,Not Verified,20.45,0.35,1,60,18-Jan,1
7.97,Not Verified,14.46,0.85,0,36,18-Feb,2
14.08,Source Verified,12.6,0.69,0,36,18-Jan,5
10.42,Not Verified,17.86,0.79,0,36,18-Jan,3
7.35,Source Verified,6.03,0.08,0,36,18-Jan,1
14.08,Not Verified,15.47,0.11,0,36,18-Feb,5
26.3,Source Verified,8.86,0.87,0,60,18-Jan,1
6.71,Not Verified,6.04,0.29,0,36,18-Mar,1
9.43,Not Verified,22.83,0.19,0,60,18-Mar,0
11.98,Verified,24.06,0.2,1,60,18-Mar,1
9.43,Verified,19.15,0.39,1,36,18-Mar,2
10.9,Source Verified,19.78,0.54,0,60,18-Mar,2
12.62,Not Verified,28.73,0.8,0,36,18-Feb,3
5.32,Not Verified,17.56,0.13,0,36,18-Mar,0
21.85,Not Verified,38.73,0.18,0,36,18-Mar,1
9.43,Not Verified,15.69,0.43,1,36,18-Mar,0
9.44,Source Verified,16.37,0.26,0,36,18-Jan,2
6.72,Verified,23.98,0.44,0,36,18-Jan,1
9.44,Not Verified,31.03,0.61,1,36,18-Jan,3
16.02,Source Verified,23.24,0.82,0,36,18-Jan,9
6.71,Source Verified,12.87,0.18,0,36,18-Mar,4
13.59,Source Verified,36.07,0.15,0,60,18-Feb,0
12.61,Source Verified,22.74,0.52,0,36,18-Mar,2
19.03,Not Verified,13.07,0.4,0,60,18-Feb,0
13.59,Not Verified,28.49,0.28,0,60,18-Jan,0
16.02,Source Verified,34.8,0.78,0,36,18-Feb,3
26.3,Verified,41.07,0.8,0,60,18-Feb,10
10.91,Not Verified,29.32,0.59,0,36,18-Feb,3
6.08,Source Verified,1.76,0.18,0,36,18-Jan,0
12.61,Verified,15.28,0.13,0,36,18-Mar,4
9.44,Source Verified,20.18,0.19,0,36,18-Feb,1
7.97,Source Verified,8.79,0.46,0,36,18-Feb,0
10.91,Not Verified,1.3,0.05,0,36,18-Jan,0
21.45,Verified,20.65,0.07,0,36,18-Feb,0
11.98,Verified,33.45,0.25,0,36,18-Mar,2
30.79,Source Verified,21.66,0.52,0,60,18-Jan,2
6.07,Not Verified,15.91,0.15,0,36,18-Mar,3
7.97,Not Verified,26.01,0.51,0,36,18-Jan,0
7.35,Verified,0.53,0.01,0,60,18-Feb,5
10.42,Source Verified,15.22,0.12,1,36,18-Jan,1
18.45,Source Verified,15.25,0.59,0,36,18-Mar,2
7.97,Source Verified,17.27,0.13,0,36,18-Jan,1
12.61,Source Verified,23.21,0.27,0,36,18-Mar,2
10.91,Verified,47.36,0.73,0,36,18-Jan,0
9.92,Verified,24.68,0.58,0,36,18-Mar,2
9.93,Verified,29.79,0.33,0,60,18-Feb,1
11.98,Source Verified,5.22,0.01,0,60,18-Mar,10
9.43,Verified,9.44,0.52,1,36,18-Mar,2
10.9,Not Verified,17.3,0.83,0,36,18-Mar,1
14.08,Not Verified,14.7,0.65,0,36,18-Jan,0
10.41,Not Verified,34.73,0.37,0,36,18-Mar,2
15.05,Source Verified,4.13,0.52,0,36,18-Feb,3
9.93,Not Verified,15.86,0.41,0,36,18-Jan,3
15.05,Not Verified,18.96,0.63,0,60,18-Feb,0
7.34,Not Verified,9.57,0.16,0,60,18-Mar,0
15.04,Not Verified,18.69,0.3,0,36,18-Mar,0
14.08,Source Verified,2.99,0.01,0,36,18-Jan,0
20,Not Verified,8.45,0.44,0,60,18-Feb,5
14.08,Not Verified,29.65,0.38,0,36,18-Feb,1
12.61,Source Verified,22.06,0.16,0,36,18-Mar,6
11.99,Verified,20.24,0.26,0,60,18-Feb,0
16.01,Source Verified,14.49,0.92,1,36,18-Mar,2
16.01,Not Verified,21.26,0.23,0,60,18-Mar,2
11.98,Source Verified,25.92,0.65,0,36,18-Mar,3
10.41,Source Verified,4.71,0.36,0,60,18-Mar,0
18.06,Not Verified,36.71,0.79,0,36,18-Feb,0
11.99,Source Verified,17.44,0.71,1,36,18-Feb,0
10.9,Source Verified,2.21,0.08,0,36,18-Mar,1
11.99,Source Verified,13.23,0.43,0,60,18-Jan,0
22.91,Source Verified,11.29,0.6,0,36,18-Jan,0
17.09,Source Verified,25.6,0.21,0,36,18-Jan,4
14.08,Source Verified,18.11,0.38,0,36,18-Jan,3
10.41,Source Verified,5.21,0.05,0,36,18-Feb,2
6.07,Source Verified,23.47,0.37,0,36,18-Mar,1
15.05,Verified,8.83,0.07,0,60,18-Jan,5
18.06,Verified,30.51,0.44,0,36,18-Jan,2
10.42,Source Verified,16.77,0.16,0,36,18-Feb,0
13.59,Verified,19.15,0.11,0,60,18-Feb,1
5.32,Not Verified,14.83,0.48,0,36,18-Feb,0
6.72,Verified,31.43,0.47,1,36,18-Jan,0
10.42,Not Verified,19.17,0.37,0,36,18-Jan,0
19.03,Source Verified,33.78,0.68,0,60,18-Feb,5
9.43,Source Verified,10.53,0.55,0,36,18-Mar,0
7.34,Not Verified,20.99,0.25,0,36,18-Mar,0
21.85,Not Verified,20.4,0.14,0,60,18-Feb,2
14.08,Source Verified,20.25,0.95,0,36,18-Jan,6
20.39,Not Verified,37.61,0.46,0,36,18-Mar,2
14.08,Verified,13.89,0.14,0,60,18-Feb,5
7.96,Not Verified,5.46,0.16,0,36,18-Mar,2
15.04,Source Verified,14,0.51,0,60,18-Mar,1
15.04,Not Verified,21.71,0.27,0,60,18-Mar,0
6.72,Not Verified,23.4,0.09,0,36,18-Feb,3
10.42,Source Verified,12.68,0.94,0,36,18-Feb,3
12.62,Source Verified,14.68,0.06,0,60,18-Feb,4
18.06,Source Verified,11.37,0.53,0,36,18-Jan,2
7.34,Not Verified,7.07,0.33,0,36,18-Mar,2
21.45,Verified,18.65,0.65,0,60,18-Feb,5
12.61,Source Verified,10.31,0.95,0,60,18-Mar,0
9.92,Not Verified,33.39,0.44,0,36,18-Mar,3
5.32,Not Verified,13.91,0.12,0,36,18-Jan,1
19.03,Verified,20.75,0.68,0,60,18-Jan,1
10.42,Not Verified,25.07,0.03,0,60,18-Jan,0
9.93,Not Verified,13.89,0.22,0,60,18-Jan,1
16.02,Source Verified,17,0.76,1,60,18-Feb,1
16.02,Verified,8.43,0.02,0,60,18-Jan,1
18.06,Source Verified,9.27,0.5,0,36,18-Feb,0
5.32,Source Verified,7,0.31,0,36,18-Jan,2
7.97,Source Verified,31.73,0.17,0,36,18-Feb,0
21.45,Not Verified,36.53,0.26,0,60,18-Jan,1
6.71,Not Verified,4.55,0.2,0,36,18-Mar,4
16.01,Not Verified,7.96,0.71,0,36,18-Mar,0
13.59,Source Verified,20.4,0.78,0,36,18-Feb,0
6.08,Verified,6.59,0.66,0,36,18-Feb,0
10.9,Verified,28.56,0.51,0,36,18-Mar,1
13.59,Verified,21.14,0.27,0,36,18-Jan,4
11.98,Not Verified,11.21,0.65,0,36,18-Mar,0
11.98,Source Verified,17.47,0.11,0,60,18-Mar,1
10.9,Source Verified,7.02,0.09,0,60,18-Mar,1
5.32,Not Verified,17.23,0.24,0,36,18-Jan,0
18.45,Source Verified,7.06,0.81,0,60,18-Mar,1
16.02,Source Verified,30.6,0.17,0,36,18-Feb,3
19.03,Source Verified,23.38,0.5,0,36,18-Feb,1
13.59,Source Verified,22.37,0.22,0,36,18-Jan,1
5.31,Not Verified,5.04,0.06,0,36,18-Mar,1
11.98,Not Verified,2.43,0.4,0,36,18-Mar,0
18.45,Source Verified,29.97,0.36,0,36,18-Mar,5
16.02,Source Verified,28.91,0.09,0,36,18-Jan,4
12.62,Source Verified,4.57,0.95,0,60,18-Feb,1
9.93,Not Verified,6.03,0.05,0,60,18-Jan,5
10.91,Source Verified,3.1,0.6,0,36,18-Jan,3
10.91,Source Verified,15.88,0.41,0,36,18-Jan,4
7.35,Verified,16.86,0.24,1,36,18-Jan,2
11.99,Verified,13.81,0.56,0,36,18-Jan,1
25.82,Source Verified,3.49,0.1,0,60,18-Jan,2
7.97,Not Verified,13.14,0.17,0,36,18-Feb,1
14.08,Not Verified,19.67,0.09,0,36,18-Jan,2
9.44,Not Verified,18.6,0.85,0,60,18-Feb,0
15.05,Source Verified,13.66,0.31,0,36,18-Jan,0
13.59,Source Verified,29.27,0.46,0,36,18-Jan,0
11.98,Source Verified,19.77,0.14,0,60,18-Mar,11
13.58,Verified,20.45,0.57,0,60,18-Feb,3
6.72,Not Verified,10.66,0.28,0,36,18-Jan,1
13.59,Verified,0.35,0.03,0,36,18-Jan,0
7.34,Source Verified,19.24,0.31,0,60,18-Mar,6
9.93,Source Verified,7.38,0.11,0,60,18-Jan,0
10.9,Not Verified,16.06,0.53,0,36,18-Feb,0
10.41,Not Verified,16.26,0.7,0,36,18-Mar,0
6.08,Not Verified,5.8,0.05,0,36,18-Feb,2
14.07,Verified,17.1,0.67,0,36,18-Mar,0
6.72,Source Verified,8.88,0.28,0,36,18-Feb,1
10.42,Source Verified,17.64,0.17,1,60,18-Jan,5
10.42,Source Verified,21.49,0.69,0,36,18-Feb,4
14.08,Source Verified,17.11,0.13,0,60,18-Jan,11
6.71,Verified,5.23,0.02,0,36,18-Mar,2
21.45,Verified,12.29,0.07,1,60,18-Jan,7
20,Verified,46.57,0.48,0,60,18-Feb,5
17.47,Verified,27.2,0.81,0,36,18-Mar,1
6.08,Not Verified,18.32,0.48,0,36,18-Feb,0
5.32,Not Verified,25.27,0.27,0,36,18-Feb,0
19.03,Not Verified,29.6,0.72,0,36,18-Feb,1
17.09,Verified,10.8,0.63,0,36,18-Jan,12
10.42,Source Verified,19.1,0.15,0,60,18-Feb,0
9.93,Not Verified,23.03,0.13,0,60,18-Mar,2
18.06,Verified,24.38,0.38,0,60,18-Jan,2
10.91,Source Verified,0.06,0,1,36,18-Feb,1
6.71,Source Verified,8.15,0.13,0,36,18-Mar,3
11.98,Not Verified,4.77,0.63,0,60,18-Mar,0
11.99,Verified,10.92,0.06,0,36,18-Feb,7
18.06,Not Verified,23.82,0.07,0,60,18-Jan,2
21.85,Verified,26.53,0.64,1,60,18-Mar,3
25.81,Not Verified,50.32,0.81,1,60,18-Mar,1
9.93,Not Verified,28.26,0.25,0,60,18-Jan,0
10.9,Source Verified,33.6,0.9,0,36,18-Mar,0
5.32,Source Verified,31.44,0.38,0,36,18-Jan,0
24.85,Not Verified,31.48,0.25,0,36,18-Jan,1
20.39,Not Verified,31.91,0.31,0,60,18-Mar,2
9.44,Source Verified,11.58,0.6,0,36,18-Jan,1
7.34,Not Verified,9.6,0.04,1,36,18-Mar,1
7.96,Not Verified,16.11,0.34,0,36,18-Mar,0
19.42,Verified,13.42,0.58,0,60,18-Mar,1
13.58,Source Verified,18.93,0.54,0,36,18-Mar,0
6.07,Verified,32.68,0.21,0,36,18-Mar,1
6.08,Not Verified,23.82,0.38,0,36,18-Jan,0
9.44,Not Verified,42.86,0.17,0,60,18-Jan,1
6.08,Not Verified,2.34,0.01,0,36,18-Jan,1
6.72,Source Verified,24.39,0.16,0,36,18-Jan,5
7.35,Not Verified,24.46,0.42,0,36,18-Feb,0
6.71,Not Verified,26.73,0.28,0,60,18-Mar,1
19.42,Not Verified,6.89,0.54,0,60,18-Mar,1
24.84,Source Verified,31.07,0.67,0,60,18-Mar,0
18.06,Not Verified,13.53,0.07,0,36,18-Jan,0
12.61,Source Verified,27.58,0.87,0,36,18-Mar,1
14.08,Verified,18.96,0.21,0,36,18-Feb,0
10.42,Verified,19.97,0.59,0,36,18-Mar,0
9.92,Not Verified,31.35,0.72,0,36,18-Feb,0
16.02,Source Verified,38.79,0.54,0,36,18-Mar,3
6.07,Source Verified,12,0.16,0,36,18-Mar,5
18.06,Not Verified,53.41,0.74,0,36,18-Jan,3
24.84,Verified,36.6,0.5,0,60,18-Mar,1
7.34,Not Verified,18.19,0.15,0,36,18-Feb,2
19.03,Verified,14.18,0.22,0,60,18-Feb,1
13.59,Verified,18.86,0.17,0,36,18-Jan,1
11.99,Not Verified,12.83,0.81,1,36,18-Feb,1
12.62,Verified,25.87,0.21,0,60,18-Jan,4
6.07,Not Verified,36.76,0.6,0,36,18-Mar,0
9.92,Verified,2.56,0.02,0,36,18-Mar,2
9.43,Source Verified,11.96,0.38,0,36,18-Feb,1
10.91,Source Verified,24.64,0.91,0,36,18-Jan,2
9.93,Not Verified,27.42,0.55,0,36,18-Feb,0
11.99,Source Verified,8.79,0.33,0,36,18-Jan,5
9.93,Not Verified,14.6,0.5,1,36,18-Jan,1
15.05,Verified,13.26,0.78,1,60,18-Feb,1
6.08,Not Verified,3.63,0.08,0,36,18-Jan,0
14.07,Source Verified,26.36,0.7,0,36,18-Mar,2
14.08,Verified,32.7,0.61,0,36,18-Jan,0
7.35,Not Verified,14.16,0.35,0,36,18-Jan,1
6.08,Not Verified,4.47,0.06,0,36,18-Jan,0
16.02,Source Verified,19.7,0.3,0,36,18-Jan,2
9.43,Not Verified,19.39,0.44,0,36,18-Mar,2
10.9,Not Verified,13.2,0.91,0,36,18-Mar,0
10.91,Source Verified,3.99,0.31,1,36,18-Jan,3
9.93,Source Verified,10.79,0.16,0,60,18-Jan,1
7.96,Not Verified,1.92,0.16,1,36,18-Mar,0
10.9,Source Verified,29.91,0.21,0,36,18-Mar,1
12.62,Source Verified,11.37,0.27,0,36,18-Jan,0
12.62,Not Verified,27.43,0.63,0,36,18-Jan,2
17.47,Verified,9.25,0.64,0,60,18-Mar,0
19.03,Verified,18.68,0.16,0,36,18-Feb,3
14.08,Source Verified,7.25,0.58,0,60,18-Feb,0
6.72,Source Verified,0.31,0.09,0,36,18-Feb,0
9.93,Verified,29.89,0.42,1,36,18-Jan,3
6.08,Not Verified,4.83,0.03,0,36,18-Feb,2
5.32,Verified,12.7,0.51,0,36,18-Jan,0
9.43,Not Verified,14.24,0.36,0,60,18-Mar,1
11.99,Not Verified,36.96,0.48,0,36,18-Feb,0
13.58,Verified,11.33,0.25,0,36,18-Mar,3
11.99,Source Verified,11.56,0.32,0,36,18-Jan,1
6.72,Verified,25.4,0.25,0,36,18-Mar,1
11.99,Source Verified,15.07,0.75,1,36,18-Jan,2
9.43,Not Verified,10.38,0.43,0,36,18-Feb,2
5.31,Source Verified,23.43,0.18,0,36,18-Mar,0
13.59,Verified,5.2,0.69,0,36,18-Jan,0
10.42,Source Verified,31.42,0.38,0,36,18-Jan,1
18.45,Source Verified,18.9,0.41,0,36,18-Mar,0
6.72,Source Verified,7.85,0.24,0,36,18-Jan,1
15.04,Not Verified,170.4,0.26,0,60,18-Mar,1
14.07,Source Verified,23.91,0.22,0,36,18-Mar,1
22.91,Verified,24.22,0.5,0,36,18-Jan,2
16.02,Source Verified,21.59,0.26,1,36,18-Feb,5
16.01,Verified,35,0.48,0,36,18-Mar,0
6.72,Not Verified,16.61,0.16,0,36,18-Feb,0
10.9,Source Verified,21.42,0.15,1,36,18-Feb,2
10.42,Not Verified,7.14,0.65,0,36,18-Feb,1
11.99,Not Verified,34.63,0.21,0,60,18-Jan,0
14.08,Source Verified,27.13,0.23,0,60,18-Jan,0
12.62,Not Verified,27.94,0.49,0,36,18-Jan,2
13.59,Source Verified,21.4,0.42,0,36,18-Feb,2
17.09,Verified,27.72,0.73,0,36,18-Feb,4
11.99,Source Verified,40.02,0.38,0,60,18-Feb,1
18.45,Source Verified,31.68,0.73,0,36,18-Mar,0
9.92,Not Verified,13.1,0.54,0,36,18-Mar,2
26.77,Verified,30.94,0.51,0,60,18-Feb,10
6.72,Verified,34.39,0.28,0,36,18-Jan,2
16.01,Source Verified,27.64,0.17,0,60,18-Mar,2
5.31,Verified,10.73,0.1,0,36,18-Mar,0
19.42,Source Verified,62.7,0.78,0,36,18-Mar,0
17.47,Not Verified,28.95,0.56,0,36,18-Mar,0
11.99,Not Verified,40.52,0.12,0,36,18-Jan,3
13.59,Verified,23.4,0.55,1,36,18-Jan,1
6.71,Not Verified,19.32,0.12,0,36,18-Mar,1
16.02,Source Verified,24.55,0.7,0,36,18-Feb,1
6.07,Source Verified,21.26,0.21,0,36,18-Mar,2
17.47,Source Verified,2.85,0.03,0,60,18-Mar,6
23.88,Source Verified,12.13,0.04,0,60,18-Feb,3
15.04,Source Verified,19.38,0.44,0,36,18-Mar,1
11.98,Source Verified,35.1,0.14,1,60,18-Mar,0
16.01,Verified,16.86,0.11,0,36,18-Mar,3
7.35,Source Verified,4.02,0.22,0,36,18-Feb,0
7.96,Not Verified,26.58,0.36,1,36,18-Mar,0
13.58,Not Verified,26.4,0.59,0,60,18-Mar,2
11.99,Not Verified,23.36,0.58,0,60,18-Jan,1
20,Not Verified,37.64,0.55,0,36,18-Feb,1
13.58,Source Verified,6.71,0.52,0,36,18-Feb,0
7.35,Not Verified,14.97,0.32,0,36,18-Jan,0
7.97,Source Verified,8.46,0.76,0,36,18-Jan,9
16.02,Verified,25.59,0.11,0,60,18-Jan,0
19.42,Verified,27.63,0.92,0,60,18-Mar,6
9.93,Source Verified,25.54,0.29,0,60,18-Feb,0
12.61,Not Verified,10.02,0.6,0,36,18-Mar,0
7.35,Not Verified,15.21,0.59,0,36,18-Feb,0
6.71,Source Verified,5.15,0.17,1,36,18-Mar,1
14.08,Source Verified,3.78,0.65,0,36,18-Jan,0
10.41,Not Verified,38.16,0.49,0,60,18-Mar,3
19.42,Not Verified,10.85,0.65,1,60,18-Mar,1
5.31,Source Verified,13,0.13,0,36,18-Mar,4
18.06,Source Verified,20.61,0.05,1,60,18-Jan,6
11.99,Not Verified,15.31,0.16,0,60,18-Feb,1
14.08,Verified,35.09,0.44,1,36,18-Feb,7
15.05,Verified,16.12,0.07,0,60,18-Jan,5
14.07,Source Verified,4.27,0.68,0,36,18-Feb,0
7.35,Not Verified,19.92,0.25,0,36,18-Jan,0
17.47,Verified,14.51,0.06,0,60,18-Mar,3
21.85,Verified,7.65,0.2,0,60,18-Mar,3
16.01,Source Verified,3.53,0.02,0,60,18-Mar,6
13.59,Source Verified,11.55,0.62,0,36,18-Jan,7
11.99,Verified,23.45,0.9,0,36,18-Jan,0
12.62,Not Verified,19.63,0.25,0,60,18-Jan,7
10.9,Verified,17.96,0.34,0,36,18-Feb,3
9.44,Not Verified,7.04,0.73,0,36,18-Jan,0
10.41,Not Verified,25.52,0.35,0,36,18-Mar,1
6.72,Source Verified,2.25,0.16,0,36,18-Feb,0
17.09,Not Verified,18.24,0.42,0,60,18-Feb,1
14.08,Not Verified,16.23,0.48,0,36,18-Jan,3
16.01,Not Verified,10.28,0.09,0,60,18-Mar,6
5.32,Verified,18.74,0.05,0,36,18-Feb,1
6.72,Not Verified,17.8,0.74,0,36,18-Feb,1
7.34,Verified,28.26,0.62,0,36,18-Mar,1
7.34,Not Verified,5.29,0.08,0,36,18-Mar,1
20.39,Source Verified,20.55,0.76,0,60,18-Mar,4
14.07,Verified,1.88,0.08,0,60,18-Mar,1
15.04,Not Verified,22.62,0.65,0,60,18-Mar,1
6.07,Not Verified,16.15,0.2,0,36,18-Feb,3
13.59,Source Verified,0.6,0.39,0,36,18-Jan,0
14.08,Not Verified,16.91,0.39,0,60,18-Feb,2
11.99,Source Verified,28,0.75,0,36,18-Jan,2
13.58,Verified,4.35,0.74,0,36,18-Mar,0
9.93,Source Verified,21.54,0.48,0,36,18-Jan,1
6.08,Not Verified,21.15,0.88,0,36,18-Feb,1
13.59,Source Verified,21.19,0.74,0,60,18-Jan,0
10.42,Not Verified,5.78,1,0,36,18-Feb,0
6.72,Source Verified,17.47,0.71,0,36,18-Jan,3
12.61,Source Verified,17.16,0.79,0,36,18-Feb,0
14.08,Source Verified,18.69,0.63,1,36,18-Feb,0
18.06,Not Verified,15.58,0.85,0,60,18-Jan,0
9.44,Source Verified,12.43,0.96,0,36,18-Jan,0
11.99,Verified,10.52,0.47,0,36,18-Jan,1
7.35,Verified,5.93,0.06,0,36,18-Mar,3
7.34,Not Verified,30.9,0.63,0,36,18-Mar,1
16.01,Verified,45.21,0.38,0,60,18-Mar,0
19.03,Source Verified,29.56,1.32,1,36,18-Feb,3
9.44,Source Verified,14.66,0.18,0,60,18-Feb,4
15.05,Source Verified,38.75,0.73,0,36,18-Mar,0
18.45,Verified,24.67,0.78,1,60,18-Mar,1
9.93,Not Verified,4.79,0.49,0,36,18-Jan,1
6.07,Source Verified,28.38,0.37,0,36,18-Mar,2
9.44,Not Verified,16.5,0.99,0,36,18-Feb,0
6.71,Not Verified,21.7,0.13,0,36,18-Mar,2
13.58,Source Verified,23.34,0.79,0,60,18-Mar,2
20,Source Verified,17.06,0.35,0,60,18-Feb,2
15.05,Verified,16.79,0.25,0,60,18-Feb,1
17.09,Not Verified,14.46,0.66,1,36,18-Jan,1
17.09,Verified,7.65,0.09,0,60,18-Jan,1
9.44,Not Verified,6.65,0.03,1,36,18-Jan,0
10.42,Source Verified,32.32,0.38,0,60,18-Jan,3
11.99,Source Verified,7.31,0.23,0,36,18-Jan,5
13.58,Source Verified,12.61,0.38,0,36,18-Mar,1
15.05,Verified,16.03,0.61,0,36,18-Feb,2
7.35,Source Verified,1.06,0.01,0,36,18-Jan,3
9.44,Source Verified,4.91,0.32,0,36,18-Jan,1
10.9,Source Verified,15.28,0.09,0,60,18-Mar,2
14.08,Not Verified,7.82,0.54,0,60,18-Jan,1
10.91,Source Verified,16.83,0.16,0,36,18-Jan,1
17.09,Verified,23.43,0.71,0,36,18-Jan,5
9.44,Source Verified,4.99,0.01,0,60,18-Jan,7
15.05,Source Verified,15.27,0.24,0,60,18-Feb,0
7.34,Not Verified,21.34,0.33,0,36,18-Mar,0
11.99,Source Verified,9.18,0.66,0,60,18-Jan,1
15.04,Source Verified,17.53,0.37,0,36,18-Mar,2
23.88,Verified,33.82,0.15,0,36,18-Jan,1
24.84,Source Verified,9.41,0.36,0,36,18-Mar,0
18.45,Not Verified,3.82,1.2,0,60,18-Feb,1
21.45,Source Verified,9.38,0.54,0,60,18-Jan,4
10.41,Not Verified,28.04,0.17,0,36,18-Mar,1
6.07,Not Verified,12.22,0.12,0,36,18-Feb,0
14.08,Verified,1.93,0.11,0,36,18-Feb,0
11.99,Verified,12.84,0.59,0,36,18-Jan,1
9.43,Not Verified,9.62,0.29,0,60,18-Mar,1
10.41,Not Verified,14.21,0.28,0,36,18-Mar,4
16.02,Not Verified,21.91,0.55,1,36,18-Jan,5
12.61,Verified,20.6,0.41,0,60,18-Feb,8
10.91,Source Verified,20.97,0.21,0,36,18-Jan,5
6.07,Not Verified,5.01,0.02,0,36,18-Mar,0
10.41,Not Verified,23.61,0.54,0,36,18-Mar,2
6.08,Not Verified,16.44,0.26,0,36,18-Feb,3
9.44,Source Verified,0.82,0.16,0,36,18-Jan,4
13.59,Source Verified,4.77,0.51,1,36,18-Jan,4
7.97,Not Verified,6.22,0.38,0,36,18-Feb,0
7.35,Verified,21.5,0.32,0,36,18-Jan,1
10.91,Source Verified,4.68,0.09,0,36,18-Jan,8
18.06,Not Verified,14.58,0.83,0,36,18-Jan,2
13.59,Source Verified,30.36,0.54,0,60,18-Feb,2
10.41,Source Verified,6.32,0.59,0,60,18-Feb,3
14.07,Verified,65.2,0.76,0,36,18-Mar,8
12.62,Verified,1,0.04,0,60,18-Feb,4
10.9,Source Verified,10.19,0.32,0,36,18-Mar,1
16.02,Verified,21.36,0.71,0,60,18-Jan,6
12.62,Source Verified,27.22,0.21,0,60,18-Jan,2
12.61,Not Verified,32.93,0.29,0,36,18-Feb,0
10.91,Source Verified,12.91,0.58,0,36,18-Jan,2
12.62,Verified,13.69,0.32,0,36,18-Jan,5
6.72,Source Verified,1.31,0.05,1,36,18-Feb,1
14.08,Not Verified,28.65,0.13,0,36,18-Feb,3
18.06,Source Verified,8.05,0.44,0,60,18-Feb,5
10.42,Source Verified,1.86,0.47,0,36,18-Jan,1
13.59,Source Verified,3.3,0.62,0,36,18-Feb,0
7.97,Source Verified,30.06,0.19,0,60,18-Feb,4
16.02,Verified,17.49,0.35,0,36,18-Jan,1
18.06,Verified,44.49,0.51,1,36,18-Jan,3
16.01,Verified,51.94,0.58,0,36,18-Feb,0
9.93,Source Verified,14.34,0.23,0,36,18-Feb,0
7.97,Not Verified,18.31,0.37,0,36,18-Jan,3
12.61,Source Verified,23.32,0.62,0,60,18-Mar,0
7.34,Verified,28.97,0.14,0,36,18-Feb,0
10.42,Not Verified,5.29,0.89,0,36,18-Jan,5
10.91,Source Verified,12.04,0.07,0,36,18-Feb,1
6.07,Source Verified,2.88,0.2,0,36,18-Mar,0
